Date,Carbohydrates,Fiber,Protein,Fat,Item Description,Item Code,Quantity,Unit Price,Carbohydrates (g),Fiber (g),Protein (g),Fat (g),Total Price
28/7/2023,19.65,11.25,223.7,185.95,SOHO ROMANO CHEESE POWDER HOT&SPICY 100G,PKS5314,5, RM5.60 ,3.93,2.25,44.74,37.19,28.00
29/3/2023,94.32,54,1073.76,892.56,SOHO ROMANO CHEESE POWDER HOT&SPICY 300G,PKS5313,8, RM14.30 ,11.79,6.75,134.22,111.57,114.40
8/8/2023,9600,0,0,192,SOUR COOL CHEWY STICK 30PCS,PKS6272,40, RM8.80 ,240,0,0,4.8,352.00
20/2/2023,35.75,0,0,0,SPRITZER SO TINGE TEMBIKAI 325ML,PKS5011,5, RM1.07 ,7.15,0,0,0,5.35
20/2/2023,46,0,0,0,SPRITZER SPARKLING 325ML,PKS5609,1, RM0.75 ,46,0,0,0,0.75
21/7/2023,4784,0,4.8,0,SQUID GAME MARSHMALLOW 80PCS,PKS3051,20, RM6.60 ,239.2,0,0.24,0,132.00
21/2/2023,486.45,0,0,0,SQUID GAME OF SUGAR CANDY 30PCS,PKS1439,1, RM8.80 ,486.45,0,0,0,8.80
11/7/2023,486.45,0,0,0,SQUID GAME OF SUGAR CANDY 30PCS,PKS1439,1, RM8.80 ,486.45,0,0,0,8.80
1/6/2023,1358.72,0,119.68,0,SQUID GAME SOFT CANDY 40PCS,PKS3367,4, RM12.00 ,339.68,0,29.92,0,48.00
21/2/2023,10701.9,0,0,0,SQUID LIGHT LOLLIPOP 30PCS,PKS4023,22, RM8.80 ,486.45,0,0,0,193.60
10/2/2023,0,0,48,16,SRI MELATI SARDINE 400G,PKS4850,1, RM3.46 ,0,0,48,16,3.46
22/2/2023,4806,0,120,24,SSYP BAI MU GUA SI 2KG,PKS4078,3, RM22.50 ,1602,0,40,8,67.50
13/1/2023,1602,0,40,8,SSYP BING XUE MEI 2KG,PKS0578,1, RM31.50 ,1602,0,40,8,31.50
22/6/2023,1602,0,40,8,SSYP HEI PU TAO LI 2KG,PKS4074,1, RM18.90 ,1602,0,40,8,18.90
7/7/2023,1602,0,40,8,SSYP HONG MEI LI 2KG,PKS4076,1, RM24.35 ,1602,0,40,8,24.35
22/6/2023,8010,0,200,40,SSYP HONG MEI LI 500G,PKS5668,5, RM6.45 ,1602,0,40,8,32.25
10/8/2023,3204,0,80,16,SSYP HUA HE WU YING ZHI 2KG,PKS4075,2, RM32.00 ,1602,0,40,8,64.00
22/2/2023,4806,0,120,24,SSYP JIU ZHI CHENG TIAO 2KG,PKS2632,3, RM26.70 ,1602,0,40,8,80.10
8/9/2023,17622,0,440,88,SSYP JIU ZHI CHENG TIAO 2KG,PKS2632,11, RM26.70 ,1602,0,40,8,293.70
22/6/2023,48060,0,1200,240,SSYP MEI GUI MEI TIAO 500G,PKS5670,30, RM7.40 ,1602,0,40,8,222.00
19/4/2023,1602,0,40,8,SSYP XIANG XI MEI TIAO 2KG,PKS4400,1, RM29.50 ,1602,0,40,8,29.50
7/7/2023,1602,0,40,8,SSYP XIANG XI MEI TIAO 2KG,PKS4400,1, RM29.50 ,1602,0,40,8,29.50
20/6/2023,900,0,0,0,STRAWBERRY LOLLIPOP 30PCS,PKS0912,2, RM8.80 ,450,0,0,0,17.60
10/1/2023,90.36,0,0,0,SUCKING C PACIFIER CANDY 30PCS,PKS6188,1, RM8.80 ,90.36,0,0,0,8.80
24/2/2023,89.952,0,0,0,SUGALOVA TASTY LOLLIPOPS 40PCS,PKS1208,1, RM6.45 ,89.95,0,0,0,6.45
20/3/2023,1134,0,163.8,688.8,SUKAS BBQ TUBE 300G,PKS0037,7, RM4.90 ,162,0,23.4,98.4,34.30
18/1/2023,1620,0,234,984,SUKAS BBQ TUBE 300G,PKS0037,10, RM4.90 ,162,0,23.4,98.4,49.00
3/6/2023,381,0,178,13,SUKAS CHEESE FRIES 1KG,PKS4729,1, RM13.00 ,381,0,178,13,13.00
24/8/2023,1918,0,871.5,47.25,SUKAS K/DHALL 250G,PKS0035,14, RM4.90 ,137,0,62.25,3.38,68.60
10/8/2023,137,0,62.25,3.375,SUKAS K/DHALL 250G,PKS0035,1, RM4.90 ,137,0,62.25,3.38,4.90
9/9/2023,4110,0,1867.5,101.25,SUKAS K/DHALL 250G,PKS0035,30, RM4.90 ,137,0,62.25,3.38,147.00
3/6/2023,137,0,62.25,3.375,SUKAS K/DHALL 250G,PKS0035,1, RM4.90 ,137,0,62.25,3.38,4.90
19/5/2023,1808.4,0,821.7,44.55,SUKAS KARI CHIPS 550G,PKS0287,6, RM9.20 ,301.4,0,136.95,7.43,55.20
24/8/2023,666,0,99,38.7,SUKAS POP CORN 900G,PKS1625,1, RM11.20 ,666,0,99,38.7,11.20
3/7/2023,666,0,99,38.7,SUKAS POP CORN 900G,PKS1625,1, RM11.20 ,666,0,99,38.7,11.20
3/6/2023,666,0,99,38.7,SUKAS POP CORN 900G,PKS1625,1, RM11.20 ,666,0,99,38.7,11.20
18/4/2023,93,0,0,0,SUMMER FRESH COLA 10PCS,PKS0283,1, RM3.13 ,93,0,0,0,3.13
8/8/2023,93,0,0,0,SUMMER FRESH COLA 10PCS,PKS0283,1, RM3.13 ,93,0,0,0,3.13
7/2/2023,93,0,0,0,SUMMER FRESH COLA 10PCS,PKS0283,1, RM3.13 ,93,0,0,0,3.13
18/7/2023,93,0,0,0,SUMMER FRESH COLA BLUE 10PCS,PKS0356,1, RM3.13 ,93,0,0,0,3.13
17/5/2023,186,0,0,0,SUMMER FRESH COLA BLUE 10PCS,PKS0356,2, RM3.13 ,93,0,0,0,6.26
8/8/2023,93,0,0,0,SUMMER FRESH COLA BLUE 10PCS,PKS0356,1, RM3.13 ,93,0,0,0,3.13
7/2/2023,372,0,0,0,SUMMER FRESH COLA BLUE 10PCS,PKS0356,4, RM3.13 ,93,0,0,0,12.52
18/7/2023,93,0,0,0,SUMMER FRESH LIBINA 10PCS,PKS0284,1, RM3.13 ,93,0,0,0,3.13
17/5/2023,93,0,0,0,SUMMER FRESH LIBINA 10PCS,PKS0284,1, RM3.13 ,93,0,0,0,3.13
18/4/2023,93,0,0,0,SUMMER FRESH LYCHEE 10PCS,PKS0355,1, RM3.13 ,93,0,0,0,3.13
7/2/2023,186,0,0,0,SUMMER FRESH ORANGE 10PCS,PKS3397,2, RM3.13 ,93,0,0,0,6.26
18/4/2023,279,0,0,0,SUMMER FRESH SARSI 10PCS,PKS0282,3, RM3.13 ,93,0,0,0,9.39
17/5/2023,93,0,0,0,SUMMER FRESH SARSI 10PCS,PKS0282,1, RM3.13 ,93,0,0,0,3.13
7/2/2023,93,0,0,0,SUMMER FRESH SARSI 10PCS,PKS0282,1, RM3.13 ,93,0,0,0,3.13
7/2/2023,55.8,0,0,0,SUMMER FRESH S'BERRY I/CREAM POP 6PCS,PKS0257,1, RM1.80 ,55.8,0,0,0,1.80
17/5/2023,93,0,0,0,SUMMER FRESH STRAW 10PCS,PKS0281,1, RM3.13 ,93,0,0,0,3.13
7/2/2023,93,0,0,0,SUMMER FRESH STRAW 10PCS,PKS0281,1, RM3.13 ,93,0,0,0,3.13
18/4/2023,186,0,0,0,SUMMER FRESH YES! I/C POP B'CURRANT 5PCS,PKS0285,4, RM1.90 ,46.5,0,0,0,7.60
7/6/2023,46.5,0,0,0,SUMMER FRESH YES! I/C POP B'CURRANT 5PCS,PKS0285,1, RM1.90 ,46.5,0,0,0,1.90
8/8/2023,46.5,0,0,0,SUMMER FRESH YES! I/C POP STRAWBERRY 5PCS,PKS0357,1, RM1.90 ,46.5,0,0,0,1.90
18/4/2023,93,0,0,0,SUMMER FRESH YES! I/C POP TROPICANA 5PCS,PKS0354,2, RM1.90 ,46.5,0,0,0,3.80
8/8/2023,232.5,0,0,0,SUMMER FRESH YES! I/C POP TROPICANA 5PCS,PKS0354,5, RM1.90 ,46.5,0,0,0,9.50
18/7/2023,60,0,0,0,SUNQUICK EPAL 125ML,PKS0713,4, RM15.00 ,15,0,0,0,60.00
16/1/2023,125.4,0,1.32,0,SUNQUICK MANDARIN 330ML,PKS0766,1, RM2.75 ,125.4,0,1.32,0,2.75
6/2/2023,376.2,0,3.96,0,SUNQUICK MANDARIN 330ML,PKS0766,3, RM2.75 ,125.4,0,1.32,0,8.25
8/9/2023,61.6,0,0,0,SUNQUICK MIXED MANGO 800ML,PKS0763,1, RM6.40 ,61.6,0,0,0,6.40
16/1/2023,25,0,0.3,0.3,SUNQUICK TROPICAL 330ML,PKS0769,1, RM2.75 ,25,0,0.3,0.3,2.75
21/7/2023,35,0,0,0,SUPER KONJAC JELLY 40PCS,PKS6109,1, RM12.00 ,35,0,0,0,12.00
21/2/2023,70,0,0,0,SUPER KONJAC JELLY 40PCS,PKS6109,2, RM12.00 ,35,0,0,0,24.00
21/2/2023,35,0,0,0,SUPER KONJAC JELLY 40PCS,PKS6109,1, RM12.00 ,35,0,0,0,12.00
20/6/2023,35,0,0,0,SUPER KONJAC JELLY 40PCS,PKS6109,1, RM12.00 ,35,0,0,0,12.00
16/5/2023,35,0,0,0,SUPER KONJAC JELLY 40PCS,PKS6109,1, RM12.00 ,35,0,0,0,12.00
8/8/2023,140,0,0,0,SUPER KONJAC JELLY 40PCS,PKS6109,4, RM12.00 ,35,0,0,0,48.00
7/2/2023,35,0,0,0,SUPER KONJAC JELLY 40PCS,PKS6109,1, RM12.00 ,35,0,0,0,12.00
5/9/2023,35,0,0,0,SUPER KONJAC JELLY 40PCS,PKS6109,1, RM12.00 ,35,0,0,0,12.00
24/8/2023,139.392,0,24.192,112.32,TA GE BOWL PP 32 100PCS+-,PKS3751,1, RM10.70 ,139.39,0,24.19,112.32,10.70
16/8/2023,2787.84,0,483.84,2246.4,TC MURUKU IKAN PEDAS 24PCS,PKS0110,20, RM4.40 ,139.39,0,24.19,112.32,88.00
16/8/2023,20000,0,0,0,TC MURUKU IKAN SOTONG 24PCS,PKS5638,20, RM4.40 ,1000,0,0,0,88.00
9/9/2023,299,0,8.5,53,TCC GULA CASTER 1KG,PKS0694,1, RM5.20 ,299,0,8.5,53,5.20
15/6/2023,960,0,40,0,TEAPOT EXTRA KRIMER MANIS 500G,PKS4394,4, RM2.97 ,240,0,10,0,11.88
28/8/2023,8.5,3.8,11.6,25.2,TEN2 MARSHMALLOWS FLOWER VANIILA 1KG,PKS1184,1, RM23.60 ,8.5,3.8,11.6,25.2,23.60
8/5/2023,240,0,10,0,TEN2 MARSHMALLOWS FLOWER VANIILA 1KG,PKS1184,1, RM22.80 ,240,0,10,0,22.80
24/7/2023,170,76,232,504,THUMBS C/PEANUT GARLIC 55G,PKS2061,20, RM1.76 ,8.5,3.8,11.6,25.2,35.20
24/7/2023,153,68.4,208.8,453.6,THUMBS C/PEANUT SEAWEED 55G,PKS2060,18, RM1.76 ,8.5,3.8,11.6,25.2,31.68
24/7/2023,161.5,72.2,220.4,478.8,THUMBS C/PEANUT TERIYAKI 55G,PKS2059,19, RM1.76 ,8.5,3.8,11.6,25.2,33.44
7/3/2023,108,0,9,28.5,TIGER BISKUAT SUSU 75G,PKS1267,2, RM0.97 ,54,0,4.5,14.25,1.94
3/6/2023,54,0,4.5,14.25,TIGER BISKUAT SUSU 75G,PKS1267,1, RM0.97 ,54,0,4.5,14.25,0.97
3/2/2023,54,0,4.5,14.25,TIGER BISKUAT SUSU 75G,PKS1267,1, RM0.97 ,54,0,4.5,14.25,0.97
16/5/2023,1281,0,102,387,TOKI TOMATO CORN STICK 30PCS,PKS0213,1, RM7.30 ,1281,0,102,387,7.30
1/9/2023,2562,0,204,774,TOKI TOMATO CORN STICK 30PCS,PKS0213,2, RM7.30 ,1281,0,102,387,14.60
13/2/2023,1281,0,102,387,TOKI TOMATO CORN STICK 60G,PKS0183,1, RM1.02 ,1281,0,102,387,1.02
13/6/2023,4410,0,420,0,TONGUE GUMMY 30PCS,PKS4768,7, RM8.80 ,630,0,60,0,61.60
13/6/2023,946.8,0,897.6,0,TREMBLING KING HAMBURGER 20PCS,PKS3478,3, RM20.00 ,315.6,0,299.2,0,60.00
21/2/2023,385.44,0,0,0,TUMBLER CANDY 30PCS,PKS6173,2, RM8.80 ,192.72,0,0,0,17.60
21/6/2023,907.2,0,90.72,387.36,TWISTIES BBQ 24PCS,PKS1120,1, RM7.50 ,907.2,0,90.72,387.36,7.50
16/5/2023,907.2,0,90.72,387.36,TWISTIES BBQ 24PCS,PKS1120,1, RM7.50 ,907.2,0,90.72,387.36,7.50
21/6/2023,63,0,6.3,26.9,TWISTIES BBQ 65G,PKS1195,1, RM1.50 ,63,0,6.3,26.9,1.50
21/6/2023,69.6,0,7.2,37.6,TWISTIES BIG CHEESE 65G,PKS1404,2, RM1.50 ,34.8,0,3.6,18.8,3.00
16/5/2023,34.8,0,3.6,18.8,TWISTIES BIG CHEESE 65G,PKS1404,1, RM1.50 ,34.8,0,3.6,18.8,1.50
11/8/2023,6681.6,0,691.2,3609.6,TWISTIES CHEESE 24PCS,PKS0197,16, RM7.50 ,417.6,0,43.2,225.6,120.00
4/7/2023,120,0,0,0,TYD BUBBLE GUM ROLL 24PCS,PKS2379,1, RM7.04 ,120,0,0,0,7.04
10/1/2023,3360,0,0,0,ULTRAMAN BURST BUBBLE GUM 60PCS,PKS3897,2, RM17.60 ,1680,0,0,0,35.20
13/6/2023,880,0,0,0,UNICORNS LOLLIPOP LIGHT STICK 30PCS,PKS4403,1, RM8.80 ,880,0,0,0,8.80
11/7/2023,972,0,81,256.5,UPIN GUMMY 15G,PKS6501,90, RM0.30 ,10.8,0,0.9,2.85,27.00
16/1/2023,180,136,94,84,VAN HOUTEN COCOA POWDER 100G,PKS4758,4, RM7.14 ,45,34,23.5,21,28.56
23/2/2023,13.5,4.5,12,22.5,VF MIX 150G,PKS5953,1, RM5.30 ,13.5,4.5,12,22.5,5.30
16/5/2023,32.4,0,2.7,8.55,VF ORI 100G,PKS5952,1, RM7.14 ,32.4,0,2.7,8.55,7.14
27/7/2023,3428,80,200,124,VFOODS BIS ICE GEM 4KG,PKS4644,1, RM44.00 ,3428,80,200,124,44.00
24/8/2023,4285,100,250,155,VFOODS LATTE ROLLED FANCY STICK 5KG,PKS5583,1, RM52.50 ,4285,100,250,155,52.50
23/2/2023,1474.04,34.4,86,53.32,VFOODS MINI TIN CHOCO BEAR 430G,PKS0326,4, RM8.50 ,368.51,8.6,21.5,13.33,34.00
23/2/2023,2211.06,51.6,129,79.98,VFOODS MINI TIN COOKIES WHITE CREAM 430G,PKS0532,6, RM9.80 ,368.51,8.6,21.5,13.33,58.80
23/2/2023,2211.06,51.6,129,79.98,VFOODS MINI TIN DURIAN CREAM COOKIES 430G,PKS4278,6, RM9.63 ,368.51,8.6,21.5,13.33,57.78
14/9/2023,368.51,8.6,21.5,13.33,VFOODS MINI TIN MINI GOLDEN P'APPLE 430G,PKS5875,1, RM8.50 ,368.51,8.6,21.5,13.33,8.50
23/2/2023,737.02,17.2,43,26.66,VFOODS MINI TIN SEASONING CHICKEN STICKS 430G,PKS4277,2, RM9.00 ,368.51,8.6,21.5,13.33,18.00
23/2/2023,368.51,8.6,21.5,13.33,VFOODS MINI TIN V-O BLACK CHOC 430G,PKS5873,1, RM9.00 ,368.51,8.6,21.5,13.33,9.00
24/8/2023,1028.4,24,60,37.2,VFOODS SMALL TIN ICE GEM BISC 1.2KG,PKS6231,1, RM14.70 ,1028.4,24,60,37.2,14.70
20/6/2023,353.1,0,99,62.7,VITAMILK D/CHOCO SHAKE 300ML,PKS2321,11, RM1.84 ,32.1,0,9,5.7,20.24
1/2/2023,96.3,0,27,17.1,VITAMILK D/CHOCO SHAKE 300ML,PKS2321,3, RM1.84 ,32.1,0,9,5.7,5.52
21/8/2023,720,0,0,0,V-KA CUTE/FRUITY MARSHMALLOW 24PCS,PKS0480,6, RM7.10 ,120,0,0,0,42.60
26/6/2023,1320,0,0,0,V-KA FRUIT CANDY LIME / GRAPE MINT FLAVOR 24PCS,PKS6201,11, RM7.10 ,120,0,0,0,78.10
11/7/2023,120,0,0,0,V-KA FRUIT CANDY LIME / GRAPE MINT FLAVOR 24PCS,PKS6201,1, RM7.10 ,120,0,0,0,7.10
12/3/2023,120,0,0,0,V-KA JOLA LOLLIPOP 24PCS,PKS6203,1, RM22.80 ,120,0,0,0,22.80
12/3/2023,40,0,0,0,V-KA LOLLIPOP 1PCS,PKS2039,8, RM0.95 ,5,0,0,0,7.60
12/3/2023,720,0,0,0,V-KA LOLLIPOP 24PCS,PKS6204,6, RM22.80 ,120,0,0,0,136.80
8/8/2023,234,0,0,0,V-KA MIX SOFT GUMMY CANDY 30PCS,PKS6139,2, RM8.50 ,117,0,0,0,17.00
16/5/2023,234,0,0,0,V-KA PIZZA GUMMY BURGER MONSTER 30+2PCS,PKS1302,2, RM8.50 ,117,0,0,0,17.00
21/8/2023,450,30,150,180,V-SOY MULTI-GRAIN 1000ML,PKS2955,6, RM5.34 ,75,5,25,30,32.04
1/2/2023,300,20,100,120,V-SOY MULTI-GRAIN 1000ML,PKS2955,4, RM4.54 ,75,5,25,30,18.16
21/8/2023,525,35,175,210,V-SOY MULTI-GRAIN NO SUGAR 1000ML,PKS6017,7, RM5.34 ,75,5,25,30,37.38
21/8/2023,75,5,25,30,V-SOY NO SUGAR 200ML,PKS5598,5, RM4.95 ,15,1,5,6,24.75
13/6/2023,936,0,0,0,WAKAKA GUMMY 60PCS,PKS5912,4, RM17.60 ,234,0,0,0,70.40
4/7/2023,468,0,0,0,WAKAKA GUMMY 60PCS,PKS5912,2, RM17.60 ,234,0,0,0,35.20
6/7/2023,54,0.9,2.1,3.9,WALL' MOCHI CHEWY 45ML,PKS6089,3, RM1.60 ,18,0.3,0.7,1.3,4.80
6/7/2023,273,13,39,39,WALL'S CORNETTO CHOCO 110ML (NEW),PKS6004,13, RM2.45 ,21,1,3,3,31.85
6/7/2023,112,8,12,24,WALL'S CORNETTO DARK CHOCO BROWNIE 107ML,PKS5296,4, RM3.04 ,28,2,3,6,12.16
6/7/2023,224,8,24,80,WALL'S CORNETTO VANILA 110ML (NEW),PKS6003,8, RM2.45 ,28,1,3,10,19.60
6/7/2023,24.8,0,0,7.2,WALL'S SOLERO LIME&VANILA SPLIT 64ML,PKS5029,2, RM0.91 ,12.4,0,0,3.6,1.82
6/7/2023,97.2,0,0,0,WALL'S TEALIVE BOBA 65ML,PKS5059,3, RM2.00 ,32.4,0,0,0,6.00
6/7/2023,15,1,2,12,WALL'S TOPTEN CHOC 70ML,PKS5018,1, RM1.77 ,15,1,2,12,1.77
14/3/2023,15,1,2,12,WATER GAME 8PCS,PKS4087,1, RM2.90 ,15,1,2,12,2.90
1/3/2023,15,1,2,12,WATER GAME 8PCS,PKS4087,1, RM2.00 ,15,1,2,12,2.00
1/2/2023,45,3,6,36,WATER GAME 8PCS,PKS4087,3, RM2.08 ,15,1,2,12,6.24
13/6/2023,4680,0,0,0,WATERMELON BOOM BUBBLE GUM 30PCS,PKS2438,26, RM8.80 ,180,0,0,0,228.80
23/5/2023,180,0,0,0,WESLSY FRUIT PULP JUICE 10PCS,PKS1440,3, RM3.10 ,60,0,0,0,9.30
21/2/2023,13369.2,312,780,483.6,WHISTLE & POPPING CANDY 30PCS,PKS6097,13, RM8.80 ,1028.4,24,60,37.2,114.40
9/6/2023,347.9,22.54,16.17,99.96,WIN2 MAGIC CRUNCH STRAW 70G,PKS3170,7, RM1.05 ,49.7,3.22,2.31,14.28,7.35
16/8/2023,4939.2,158.4,511.2,1562.4,WIN2 POTATO CRISP CURRY 30PCS,PKS2042,12, RM8.00 ,411.6,13.2,42.6,130.2,96.00
16/8/2023,9878.4,316.8,1022.4,3124.8,WIN2 POTATO CRISP TOMATO 30PCS,PKS0234,24, RM8.00 ,411.6,13.2,42.6,130.2,192.00
6/7/2023,174,0,11.6,46.4,WINGO CHOC SWEET HEART 580G,PKS1819,1, RM9.79 ,174,0,11.6,46.4,9.79
8/5/2023,720,0,48,192,WINGO CHOCOLATE BISCUIT 200G,PKS5879,12, RM4.84 ,60,0,4,16,58.08
6/7/2023,104.4,0,12.6,5.4,WINGO STICK CHOC 40PCS,PKS3520,1, RM4.60 ,104.4,0,12.6,5.4,4.60
16/2/2023,435,0,52.5,22.5,WINGO STICK CHOC WITH DURIAN 40PCS,PKS3521,1, RM6.60 ,435,0,52.5,22.5,6.60
18/1/2023,72.5,0,8.75,3.75,WINKIDZ APPLE 250ML,PKS3081,1, RM2.01 ,72.5,0,8.75,3.75,2.01
3/8/2023,3204,0,80,16,WQX PAI XIANG SHI MEI 2KG,PKS3042,2, RM26.00 ,1602,0,40,8,52.00
3/8/2023,1602,0,40,8,WQX QING REN MEI 2KG,PKS5085,1, RM28.00 ,1602,0,40,8,28.00
13/4/2023,72.25,17,15.3,1.7,YEO'S BAKED BEANS 425G,PKS3739,1, RM3.87 ,72.25,17,15.3,1.7,3.87
12/1/2023,72.25,17,15.3,1.7,YEO'S BAKED BEANS 425G,PKS3739,1, RM3.87 ,72.25,17,15.3,1.7,3.87
13/2/2023,21,0,0,0,YEO'S C/THEMUM TEA 300ML (TIN),PKS1198,1, RM1.22 ,21,0,0,0,1.22
14/4/2023,84,0,0,0,YEO'S CHRYSANTHEMUM TEA 250ML (KOTAK),PKS3891,4, RM0.75 ,21,0,0,0,3.00
14/2/2023,21,0,0,0,YEO'S CHRYSANTHEMUM TEA 250ML (KOTAK),PKS3891,1, RM18.20 ,21,0,0,0,18.20
15/8/2023,34,0,0,0,YEO'S ICED LEMON TEA 300ML (TIN),PKS1200,1, RM1.11 ,34,0,0,0,1.11
13/2/2023,16.24,0,34.22,21.75,YEO'S KARI AYAM 145G,PKS2257,2, RM3.05 ,8.12,0,17.11,10.88,6.10
15/8/2023,25.5,0,0,0,YEO'S LYCHEE 250ML (KOTAK),PKS3894,1, RM0.75 ,25.5,0,0,0,0.75
13/2/2023,25.5,0,0,0,YEO'S LYCHEE 250ML (KOTAK),PKS3894,1, RM0.77 ,25.5,0,0,0,0.77
12/1/2023,17.36,0,25.73,11.47,YEO'S SARDINES 155G,PKS0434,1, RM3.31 ,17.36,0,25.73,11.47,3.31
17/5/2023,26,1,6,3.5,YEO'S SOY BEAN MILK 300ML (TIN),PKS1201,1, RM1.15 ,26,1,6,3.5,1.15
17/5/2023,35,0,1,1.3,YEO'S YEOGURT G/APPLE 250ML,PKS0974,1, RM1.39 ,35,0,1,1.3,1.39
13/2/2023,35,0,1,1.3,YEO'S YEOGURT GRAPE 250ML,PKS0976,1, RM1.48 ,35,0,1,1.3,1.48
18/1/2023,41.2,0,0,0,YOGEE KONJAC JELLY APPLE 200G (10'S),PKS3661,1, RM3.00 ,41.2,0,0,0,3.00
18/1/2023,288.4,0,0,0,YOGEE KONJAC JELLY APPLE 200G (10'S),PKS3661,7, RM3.00 ,41.2,0,0,0,21.00
18/1/2023,82.4,0,0,0,YOGEE KONJAC JELLY LEMON 200G (10'S),PKS3666,2, RM3.00 ,41.2,0,0,0,6.00
22/8/2023,1416,0,24,0,YOYO MARSHMALLOW 30PCS,PKS3860,8, RM8.80 ,177,0,3,0,70.40
20/1/2023,123.3,0,265.5,460.8,ZIZI KUACI BUTTER 108G,PKS4177,1, RM1.90 ,123.3,0,265.5,460.8,1.90
20/1/2023,123.3,0,265.5,460.8,ZIZI KUACI BUTTER 108G,PKS2722,1, RM1.90 ,123.3,0,265.5,460.8,1.90
18/1/2023,232.9,0,501.5,870.4,ZIZI KUACI CARAMEL 108G,PKS2695,9, RM1.90 ,25.88,0,55.72,96.71,17.10
3/2/2023,232.9,0,501.5,870.4,ZIZI KUACI CARAMEL 108G,PKS2696,17, RM1.90 ,13.7,0,29.5,51.2,32.30
